발행기관코드,발행기관명,표준코드,단축코드,채권분류,변경전 발행기관코드,상장여부,활성여부,상장일,상장폐지일,한글종목명,영문종목명,채권유형,지방채구분,발행금액,발행일,발행통화,상환일,특이채권유형,보증담보,보증률(%),이자지급방법,발행방법,발행구분,크라우드펀딩여부,표면이자율 확정여부,표면이자율(%),낙찰금리(%),발행가액(%),만기상환율(%),특이발행조건,옵션,선/후/중순위,상환방법,물가연동구분,참조지수(%),신종자본증권여부,조건부자본증권 유형,유동화,휴무관련(원금),이자지급기준,경과금리(%),휴무관련(이자),이자 선/후급,이자지급주기(개월),이자지급기준일구분,이자계산주기(개월),이자원단위 미만처리,이자월말구분,단수일이자기준,최초이자지급일,매출형태,선매출이자 지급방법,선/후매출일,기명구분,보장수익률(%),보장수익률적용일,추가수익률(%),추가수익률적용일,(전자)등록기관,원리금지급대행기관,대표주관회사,보증기관,신용평가기관1,신용등급,신용평가기관2,신용평가기관3,신용평가기관4,CFI,FISN,Call 주체,Call 사유
3,(주)우리은행,KR60000329A7,B0000329A,일반은행채 (116210),,상장,활성,2019-10-22,,우리은행 23-10-이표03-갑-21,WOORI BANK 23-10-COUP03-@-21,회사채,,"150,000,000,000",2019-10-21,원화,2022-10-21,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.57,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-21,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,하나금융투자(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,Woori Bank/1.57 Bd 20221021 Sr,,
3,(주)우리은행,KR60000339A6,B0000339A,일반은행채 (116210),,상장,활성,2019-10-25,,우리은행 23-10-이표03-갑-24,WOORI BANK 23-10-COUP03-@-24,회사채,,"250,000,000,000",2019-10-24,원화,2022-10-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.57,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-24,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,교보증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,Woori Bank/1.57 Bd 20221024 Sr,,
6,메리츠화재해상보험(주),KR60000619B9,B0000619B,일반사채 (116100),,상장,활성,2019-11-08,,메리츠화재해상보험 5(후),Meritz Fire & Marine Insurance 5(D),회사채,,"250,000,000,000",2019-11-08,원화,2029-11-08,일반채권,무보증,,변동금리형-이표채,공모-간접발행,국내발행,NO,확정,3.3,,100,100.0,"5년후익일이후 콜옵션 행사 가능, 5년째 되는날 이자율 조정",Call(콜),후순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-02-08,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가, ,한국신용평가,,,DBVUGB,Meritz/Vari Bd 20291108 Jr Ungtd,발행기관,금감원 승인 후 발행기관 요청시
21,대림산업(주),KR60002119A0,B0002119A,일반사채 (116100),,상장,활성,2019-10-04,,대림산업 263-1,DAELIM INDUSTRIAL 263-1,회사채,,"150,000,000,000",2019-10-04,원화,2022-10-04,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.7180000000000002,,100,100.0,납입일 전일 개별민평4사 -0.02%p.,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-04,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,DAELIM IND/ Bd 20221004 Sr Ungtd,,
21,대림산업(주),KR60002129A9,B0002129A,일반사채 (116100),,상장,활성,2019-10-04,,대림산업 263-2,DAELIM INDUSTRIAL 263-2,회사채,,"150,000,000,000",2019-10-04,원화,2024-10-04,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.935,,100,100.0,납입일 전일 개별민평4사 PAR,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-04,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,DAELIM IND/ Bd 20241004 Sr Ungtd,,
40,롯데손해보험(주),KR60004019C6,B0004019C,일반사채 (116100),,상장,활성,2019-12-26,,롯데손해보험 7(후),Lotte Non-Life Insurance 7(D),회사채,,"80,000,000,000",2019-12-26,원화,2029-12-26,일반채권,무보증,,변동금리형-이표채,공모-간접발행,국내발행,NO,확정,5.0,,100,100.0,발행일로부터 5년째 되는날 이자율 조정,Call(콜),후순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-03-26,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,메리츠증권(주),,, ,한국신용평가,한국기업평가,,DBVQGB,Lotte Insurance/Vari Bd 20291226 Jr,발행기관,금감원 승인 후 발행기관 요청 시
82,롯데건설(주),KR60008219A2,B0008219A,일반사채 (116100),,상장,활성,2019-10-08,,롯데건설 133-1,LOTTE CONSTRUCTION 133-1,회사채,,"110,000,000,000",2019-10-08,원화,2022-10-07,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.774,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-08,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,신한금융투자(주),,NICE신용평가, ,,한국기업평가,,DBFUFB,LOTTE CONST/ Bd 20221007 Sr Ungtd,,
82,롯데건설(주),KR60008229A1,B0008229A,일반사채 (116100),,상장,활성,2019-10-08,,롯데건설 133-2,LOTTE CONSTRUCTION 133-2,회사채,,"25,000,000,000",2019-10-08,원화,2024-10-08,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.509,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-08,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,신한금융투자(주),,NICE신용평가, ,,한국기업평가,,DBFUFB,LOTTE CONST/ Bd 20241008 Sr Ungtd,,
334,에스케이건설(주),KR60033419A7,B0033419A,일반사채 (116100),,상장,활성,2019-10-14,,SK건설 160,SK CONSTRUCTION 160,회사채,,"150,000,000,000",2019-10-14,원화,2022-10-14,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.7969999999999997,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-14,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFUFB,SK CONSTRUCTION/ Bd 20221014 Sr,,
349,(주)대한항공,KR60034919B3,B0034919B,일반사채 (116100),,상장,활성,2019-11-06,,대한항공 90-1,KOREAN AIR LINES 90-1,회사채,,"90,000,000,000",2019-11-06,원화,2021-11-05,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,3.3,,100,100.0,마지막 이자지급 365 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,365일,2020-02-06,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,키움증권(주),,NICE신용평가, ,,한국기업평가,,DBFUFB,KAL/ Bd 20211105 Sr Ungtd,,
349,(주)대한항공,KR60034929B2,B0034929B,일반사채 (116100),,상장,활성,2019-11-06,,대한항공 90-2,KOREAN AIR LINES 90-2,회사채,,"80,000,000,000",2019-11-06,원화,2022-11-04,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,3.7,,100,100.0,마지막 이자지급 365 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,365일,2020-02-06,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,키움증권(주),,NICE신용평가, ,,한국기업평가,,DBFUFB,KAL/ Bd 20221104 Sr Ungtd,,
353,한화투자증권(주),KR60035319A7,B0035319A,일반사채 (116100),,상장,활성,2019-10-18,,한화투자증권 25-1,Hanwha Investment & Securities 25-1,회사채,,"220,000,000,000",2019-10-18,원화,2022-10-18,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.161,,100,100.0,청약일 1영업일 전 민평 4사 3년만기 A+ 등급민평 평균 +0.20%,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,상환일,3.0,절사,일자기준,,2020-01-18,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,, ,한국신용평가,한국기업평가,,DBFNFB,H.I.S.C/ Bd 20221018 Sr Ungtd,,
353,한화투자증권(주),KR60035329A6,B0035329A,일반사채 (116100),,상장,활성,2019-10-18,,한화투자증권 25-2,Hanwha Investment & Securities 25-2,회사채,,"30,000,000,000",2019-10-18,원화,2024-10-18,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.56,,100,100.0,청약일 1영업일 전 민평 4사 5년 만기 A+ 등급민평 평균 +0.20%,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,상환일,3.0,절사,일자기준,,2020-01-18,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,, ,한국신용평가,한국기업평가,,DBFNFB,H.I.S.C/ Bd 20241018 Sr Ungtd,,
367,(주)포스코케미칼,KR60036719A7,B0036719A,일반사채 (116100),,상장,활성,2019-10-07,,포스코케미칼 15-1,POSCO CHEMICAL 15-1,회사채,,"130,000,000,000",2019-10-07,원화,2022-10-07,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.599,,100,100.0,청약일 1영업일 전 AA- 4사 3년 만기 회사채 등급민평 -0.03%p.,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-07,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFUFB,POSCO CHEMICAL/ Bd 20221007 Sr,,
367,(주)포스코케미칼,KR60036729A6,B0036729A,일반사채 (116100),,상장,활성,2019-10-07,,포스코케미칼 15-2,POSCO CHEMICAL 15-2,회사채,,"120,000,000,000",2019-10-07,원화,2024-10-07,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.6880000000000002,,100,100.0,청약일 1영업일 전 4사 AA- 5년 등급민평 -0.08%p.,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-07,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFUFB,POSCO CHEMICAL/ Bd 20241007 Sr,,
369,코리안리재보험(주),KR60036919A3,B0036919A,일반사채 (116100),,상장,활성,2019-10-21,,코리안리재보험 신종자본증권 2,Korean Reinsurance Company HYBRID BOND 2,회사채,,"230,000,000,000",2019-10-21,원화,2049-10-21,일반채권,무보증,,변동금리형-이표채,공모-간접발행,국내발행,NO,확정,3.4,,100,100.0,"발행일로부터 5년째되는날 기준금리 조정, 10년째 가산금리 조정",Call(콜),후후순위,만기상환,NO,,YES,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-21,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,엔에이치투자증권(주),,NICE신용평가, ,한국신용평가,,,DBVJGB,Korean Re/Vari Bd 20491021 Jr Sub,발행기관,발행회사의 재량에 의한 선택
405,현대오일뱅크(주),KR60040519A5,B0040519A,일반사채 (116100),,상장,활성,2019-10-14,,현대오일뱅크 121-1,Hyundai Oilbank 121-1,회사채,,"160,000,000,000",2019-10-14,원화,2024-10-14,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.682,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-14,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,, ,한국신용평가,한국기업평가,,DBFUFB,Hyundai Oilbank/ Bd 20241014 Sr,,
405,현대오일뱅크(주),KR60040529A4,B0040529A,일반사채 (116100),,상장,활성,2019-10-14,,현대오일뱅크 121-2,Hyundai Oilbank 121-2,회사채,,"100,000,000,000",2019-10-14,원화,2026-10-14,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.882,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-14,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,, ,한국신용평가,한국기업평가,,DBFUFB,Hyundai Oilbank/ Bd 20261014 Sr,,
405,현대오일뱅크(주),KR60040539A3,B0040539A,일반사채 (116100),,상장,활성,2019-10-14,,현대오일뱅크 121-3,Hyundai Oilbank 121-3,회사채,,"140,000,000,000",2019-10-14,원화,2029-10-14,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.113,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-14,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,, ,한국신용평가,한국기업평가,,DBFUFB,Hyundai Oilbank/ Bd 20291014 Sr,,
494,(주)하나은행,KR60049419B7,B0049419B,일반은행채 (116210),,상장,활성,2019-11-14,,하나은행 조건부자본증권(상) 42-11이10갑-13(후),Hana Bank CoCoBond(PWD) 42-11COUP10@-13(D),회사채,,"300,000,000,000",2019-11-13,원화,2029-11-13,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.42,,100,100.0,,,후순위,만기상환,NO,,NO,상각형,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-02-13,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFQFB,KEB Hana Bank/ Bd 20291113 Jr Ungtd,,
508,GS칼텍스(주),KR60050819A6,B0050819A,일반사채 (116100),,상장,활성,2019-10-29,,GS칼텍스 139-1(녹),GS CALTEX 139-1(G),회사채,,"60,000,000,000",2019-10-29,원화,2022-10-29,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.7690000000000001,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-29,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFUFB,GS CALTEX/ Bd 20221029 Sr Ungtd,,
508,GS칼텍스(주),KR60050829A5,B0050829A,일반사채 (116100),,상장,활성,2019-10-29,,GS칼텍스 139-2(녹),GS CALTEX 139-2(G),회사채,,"70,000,000,000",2019-10-29,원화,2029-10-29,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.99,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-29,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFUFB,GS CALTEX/ Bd 20291029 Sr Ungtd,,
528,(주)부산은행,KR60052819A4,B0052819A,일반은행채 (116210),,상장,활성,2019-10-17,,부산은행 2019-10이2A-16,BUSAN BANK 2019-10-COUP2A-16,회사채,,"100,000,000,000",2019-10-16,원화,2021-10-16,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.45,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-01-16,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,DB금융투자(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,BUSAN BANK/1.45 Bd 20211016 Sr,,
528,(주)부산은행,KR60052819B2,B0052819B,일반은행채 (116210),,상장,활성,2019-11-05,,부산은행 2019-11이2.5A-04,BUSAN BANK 2019-11-COUP2.5A-04,회사채,,"100,000,000,000",2019-11-04,원화,2022-05-04,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.62,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-02-04,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,교보증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,BUSAN BANK/1.62 Bd 20220504 Sr,,
528,(주)부산은행,KR60052829B1,B0052829B,일반은행채 (116210),,상장,활성,2019-11-25,,부산은행 2019-11이1.5A-22,BUSAN BANK 2019-11-COUP1.5A-22,회사채,,"100,000,000,000",2019-11-22,원화,2021-05-22,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.6,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자있음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,,2020-02-22,비매출,,,무기명,,,,,한국예탁결제원,(주)부산은행,교보증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,BUSAN BANK/1.60 Bd 20210522 Sr,,
530,롯데칠성음료(주),KR60053019A0,B0053019A,일반사채 (116100),,상장,활성,2019-10-02,,롯데칠성음료 50-1,LOTTE CHILSUNG BEVERAGE 50-1,회사채,,"70,000,000,000",2019-10-02,원화,2022-09-30,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.686,,100,100.0,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3.0,발행일,3.0,절사,일자기준,365일,2020-01-02,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,KB증권(주),,NICE신용평가, ,한국신용평가,,,DBFUFB,LOTTE CHILSUNG/ Bd 20220930 Sr,,
